design,fold_id,held_out_group,model_id,family,train_rows,validation_rows,fit_seconds,inference_seconds,n,mae,rmse,bias,r2,precision_weighted_n,precision_weighted_mae,precision_weighted_rmse,precision_weighted_bias,precision_weighted_r2
leave_profile_out,leave_profile_out_P-V04,P-V04,B3_profile_robust_trend,profile_robust_trend,856,7,0.000920400008908473,0.00019049999536946416,7,5.037407598327844,5.201499612416486,-5.037407598327844,0.6880604270620265,7,5.045002183949453,5.20781812705663,-5.045002183949453,0.7010262707847016
leave_profile_out,leave_profile_out_P-V04,P-V04,B5_fixed_kalman,fixed_kalman,856,7,0.0004226999881211668,0.019773699998040684,7,3.310040545656537,3.584718817821297,-1.7698789320139343,0.8518425400829596,7,3.3357470319949023,3.6132125154772123,-1.7079782209113814,0.856084217796448
leave_profile_out,leave_profile_out_P-V04,P-V04,M1_ridge,ridge,856,7,0.028275199991185218,0.011321600002702326,7,3.810249082033624,4.272199107549974,3.4345527083333423,0.7895658101751365,7,3.8109612128190355,4.272441237081065,3.431720064208258,0.7987788590967744
leave_profile_out,leave_profile_out_P-V04,P-V04,M2_extra_trees,extra_trees,856,7,0.5012263000098756,0.020646499993745238,7,0.9008301890253955,1.2075862076786472,-0.20201799172857535,0.9831868293659833,7,0.9124692410200219,1.2184647090882437,-0.19115267959431778,0.9836338200955811
leave_profile_out,leave_profile_out_P-V05,P-V05,B1_persistence_last_rate,persistence,860,4,0.00045819999650120735,3.409999771974981e-05,4,3.7750755396429447,3.900312506830446,-1.664112013214341,-0.25808920732422624,4,3.765318118979022,3.889414592650846,-1.5976618708609598,-0.2470644821935999
leave_profile_out,leave_profile_out_P-V05,P-V05,B3_profile_robust_trend,profile_robust_trend,860,4,0.0009485999908065423,0.00046799999836366624,4,3.4394654622425334,3.689923332116218,-2.7919268744494543,-0.12602312779320646,4,3.413739627338777,3.667606369948128,-2.7488105330393884,-0.10888336472944693
leave_profile_out,leave_profile_out_P-V05,P-V05,B5_fixed_kalman,fixed_kalman,860,4,0.00041700000292621553,0.01506580000568647,4,2.990692817152579,3.1500756541853248,-1.0846625390501639,0.17935638682442812,4,2.984673556973684,3.144247508525887,-1.0274543110206695,0.18500699258818354
leave_profile_out,leave_profile_out_P-V05,P-V05,M1_ridge,ridge,860,4,0.028200200002174824,0.010993000003509223,4,1.8586053596871084,1.9796592717375592,1.8586053596871084,0.6758891856748386,4,1.8612354965271691,1.9813003805819773,1.8612354965271691,0.6763906377740116
leave_profile_out,leave_profile_out_P-V05,P-V05,M2_extra_trees,extra_trees,860,4,0.5052332999912323,0.019697600000654347,4,1.9320143273647234,2.2455414658125212,1.6514755646443318,0.5829820167703204,4,1.9493664194147504,2.2639919630170255,1.6720174879096115,0.5774576987472132
leave_profile_out,leave_profile_out_P-V06,P-V06,B1_persistence_last_rate,persistence,850,7,0.0006450000073527917,4.3199994252063334e-05,7,3.2120303168594013,4.252093131946639,-2.509532310351469,0.700069627378636,7,3.183149438497475,4.207287429263736,-2.4598048011270524,0.7104317746390083
leave_profile_out,leave_profile_out_P-V06,P-V06,B3_profile_robust_trend,profile_robust_trend,850,7,0.0009297000069636852,0.0001883999939309433,7,4.108250528808266,4.523082396681805,-3.4465845566013673,0.6606218253725652,7,4.050377184760764,4.470398514026853,-3.372341918832743,0.6730818600864854
